Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
m148-strappy-bralette-cheeky-short,,,,,,,,,Navy,,L/XL,,,MS-M148NAVLRG,,shopify,0,deny,manual,53.99,,TRUE,TRUE,671241105443.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M148NAV_1.jpg,g,,25.95,,,,,,,
m148-strappy-bralette-cheeky-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M148NAV_2.jpg,2,M148 Strappy Bralette & Cheeky Short - Back View,,,,,,,,,,,,,,,,,,,,
m148-strappy-bralette-cheeky-short,,,,,,,,,Navy,,S/M,,,MS-M148NAVMED,,shopify,0,deny,manual,53.99,,TRUE,TRUE,671241105450.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M148NAV_1.jpg,g,,25.95,,,,,,,
m148-strappy-bralette-cheeky-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M148NAV_2.jpg,2,M148 Strappy Bralette & Cheeky Short - Back View,,,,,,,,,,,,,,,,,,,,
m149-robe,M149 Robe,"<p>From the Exposed by Magic Silk collection, this style includes: A classic long sleeve robe featuring contrasting satin trim, delicate matching lace, bell sleeves, and a soft satin ribbon tie.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Navy,Size,Queen Size,,,MS-M149NAV2XL,,shopify,0,deny,manual,60.99,,TRUE,TRUE,671241105498.0,https://www.magicsilk.com/uploads/wholesale-images/M149NAV_1.jpg,1,M149 Robe,FALSE,M149 Robe,"From the Exposed by Magic Silk collection, this style includes: A classic long sleeve robe featuring contrasting satin trim, delicate matching lace, bell sleeves, and a soft satin ribbon tie.",Apparel & Accessories > Clothing > Lingerie,,,671241105498.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M149NAV_1.jpg,g,,29.95,TRUE,,,TRUE,,,active
m149-robe,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M149NAV_2.jpg,2,M149 Robe - Back View,,,,,,,,,,,,,,,,,,,,
m149-robe,,,,,,,,,Navy,,L/XL,,,MS-M149NAVLRG,,shopify,0,deny,manual,57.99,,TRUE,TRUE,671241105474.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M149NAV_1.jpg,g,,27.95,,,,,,,
m149-robe,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M149NAV_2.jpg,2,M149 Robe - Back View,,,,,,,,,,,,,,,,,,,,
m149-robe,,,,,,,,,Navy,,S/M,,,MS-M149NAVMED,,shopify,0,deny,manual,57.99,,TRUE,TRUE,671241105481.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M149NAV_1.jpg,g,,27.95,,,,,,,
m149-robe,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M149NAV_2.jpg,2,M149 Robe - Back View,,,,,,,,,,,,,,,,,,,,
m150-crotchless-panty,M150 Crotchless Panty,"<p>From the Exposed by Magic Silk collection, this style includes: A crotchless panty featuring an open back, lace front and contrasting plush elastic.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Navy,Size,Queen Size,,,MS-M150NAV2XL,,shopify,0,deny,manual,25.99,,TRUE,TRUE,671241105528.0,https://www.magicsilk.com/uploads/wholesale-images/M150NAV_1.jpg,1,M150 Crotchless Panty,FALSE,M150 Crotchless Panty,"From the Exposed by Magic Silk collection, this style includes: A crotchless panty featuring an open back, lace front and contrasting plush elastic.",Apparel & Accessories > Clothing > Lingerie,,,671241105528.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M150NAV_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
m150-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M150NAV_2.jpg,2,M150 Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m150-crotchless-panty,,,,,,,,,Navy,,L/XL,,,MS-M150NAVLRG,,shopify,0,deny,manual,23.99,,TRUE,TRUE,671241105504.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M150NAV_1.jpg,g,,7.95,,,,,,,
m150-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M150NAV_2.jpg,2,M150 Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m150-crotchless-panty,,,,,,,,,Navy,,S/M,,,MS-M150NAVMED,,shopify,0,deny,manual,23.99,,TRUE,TRUE,671241105511.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M150NAV_1.jpg,g,,7.95,,,,,,,
m150-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M150NAV_2.jpg,2,M150 Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m133-merry-widow-teddy-w-attached-panty,M133 Merry Widow Teddy w/ Attached Panty,"<p>From the Exposed by Magic Silk collection, this style includes: A teddy featuring soft cups, V shaped neckline with strappy accents, plush elastic halter straps that tie around the neck, detachable and adjustable garter straps with metal clips and attached brazilian back styled panty bottom.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Cranberry,Size,Queen Size,,,MS-M133CRA2XL,,shopify,0,deny,manual,53.99,,TRUE,TRUE,671241105016.0,https://www.magicsilk.com/uploads/wholesale-images/M133CRA_1.jpg,1,M133 Merry Widow Teddy w/ Attached Panty,FALSE,M133 Merry Widow Teddy w/ Attached Panty,"From the Exposed by Magic Silk collection, this style includes: A teddy featuring soft cups, V shaped neckline with strappy accents, plush elastic halter straps that tie around the neck, detachable and adjustable garter straps with metal clips and attached brazilian back styled panty bottom.",Apparel & Accessories > Clothing > Lingerie,,,671241105016.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M133CRA_1.jpg,g,,25.95,TRUE,,,TRUE,,,active
m133-merry-widow-teddy-w-attached-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M133CRA_2.jpg,2,M133 Merry Widow Teddy w/ Attached Panty - Back View,,,,,,,,,,,,,,,,,,,,
m133-merry-widow-teddy-w-attached-panty,,,,,,,,,Cranberry,,L/XL,,,MS-M133CRALRG,,shopify,0,deny,manual,50.99,,TRUE,TRUE,671241104996.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M133CRA_1.jpg,g,,23.95,,,,,,,
m133-merry-widow-teddy-w-attached-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M133CRA_2.jpg,2,M133 Merry Widow Teddy w/ Attached Panty - Back View,,,,,,,,,,,,,,,,,,,,
m133-merry-widow-teddy-w-attached-panty,,,,,,,,,Cranberry,,S/M,,,MS-M133CRAMED,,shopify,0,deny,manual,50.99,,TRUE,TRUE,671241105009.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M133CRA_1.jpg,g,,23.95,,,,,,,
m133-merry-widow-teddy-w-attached-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M133CRA_2.jpg,2,M133 Merry Widow Teddy w/ Attached Panty - Back View,,,,,,,,,,,,,,,,,,,,
m134-peek-a-boo-bralette-gartered-hipster-panty,M134 Peek-a-Boo Bralette & Gartered Hipster Panty,"<p>From the Exposed by Magic Silk collection, this style includes: A shelf styled bralette featuring peek-a-boo lace and mesh cups, adjustable shoulder straps and hook and eye closure in back, and a matching hipster panty featuring removable and adjustable garter straps with metal clips and satin bow accents.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Cranberry,Size,Queen Size,,,MS-M134CRA2XL,,shopify,0,deny,manual,53.99,,TRUE,TRUE,671241105047.0,https://www.magicsilk.com/uploads/wholesale-images/M134CRA_1.jpg,1,M134 Peek-a-Boo Bralette & Gartered Hipster Panty,FALSE,M134 Peek-a-Boo Bralette & Gartered Hipster Panty,"From the Exposed by Magic Silk collection, this style includes: A shelf styled bralette featuring peek-a-boo lace and mesh cups, adjustable shoulder straps and hook and eye closure in back, and a matching hipster panty featuring removable and adjustable garter straps with metal clips and satin bow accents.",Apparel & Accessories > Clothing > Lingerie,,,671241105047.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M134CRA_1.jpg,g,,25.95,TRUE,,,TRUE,,,active
m134-peek-a-boo-bralette-gartered-hipster-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M134CRA_2.jpg,2,M134 Peek-a-Boo Bralette & Gartered Hipster Panty - Back View,,,,,,,,,,,,,,,,,,,,
m134-peek-a-boo-bralette-gartered-hipster-panty,,,,,,,,,Cranberry,,L/XL,,,MS-M134CRALRG,,shopify,0,deny,manual,50.99,,TRUE,TRUE,671241105023.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M134CRA_1.jpg,g,,23.95,,,,,,,
m134-peek-a-boo-bralette-gartered-hipster-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M134CRA_2.jpg,2,M134 Peek-a-Boo Bralette & Gartered Hipster Panty - Back View,,,,,,,,,,,,,,,,,,,,
m134-peek-a-boo-bralette-gartered-hipster-panty,,,,,,,,,Cranberry,,S/M,,,MS-M134CRAMED,,shopify,0,deny,manual,50.99,,TRUE,TRUE,671241105030.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M134CRA_1.jpg,g,,23.95,,,,,,,
m134-peek-a-boo-bralette-gartered-hipster-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M134CRA_2.jpg,2,M134 Peek-a-Boo Bralette & Gartered Hipster Panty - Back View,,,,,,,,,,,,,,,,,,,,
m135-peek-a-boo-halter-bralette-high-waist-panty,M135 Peek-a-Boo Halter Bralette & High Waist Panty,"<p>From the Exposed by Magic Silk collection, this style includes: A shelf styled halter bralette featuring underwire, soft sheer cups, plush elastic straps with hook and loop closure at the neck, and hook and eye closure around the back, and a matching high waist panty with decorative picot elastic and ruffle trim.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Cranberry,Size,Queen Size,,,MS-M135CRA2XL,,shopify,0,deny,manual,55.99,,TRUE,TRUE,671241105078.0,https://www.magicsilk.com/uploads/wholesale-images/M135CRA_1.jpg,1,M135 Peek-a-Boo Halter Bralette & High Waist Panty,FALSE,M135 Peek-a-Boo Halter Bralette & High Waist Panty,"From the Exposed by Magic Silk collection, this style includes: A shelf styled halter bralette featuring underwire, soft sheer cups, plush elastic straps with hook and loop closure at the neck, and hook and eye closure around the back, and a matching high waist panty with decorative picot elastic and ruffle trim.",Apparel & Accessories > Clothing > Lingerie,,,671241105078.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M135CRA_1.jpg,g,,26.95,TRUE,,,TRUE,,,active
m135-peek-a-boo-halter-bralette-high-waist-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M135CRA_2.jpg,2,M135 Peek-a-Boo Halter Bralette & High Waist Panty - Back View,,,,,,,,,,,,,,,,,,,,
m135-peek-a-boo-halter-bralette-high-waist-panty,,,,,,,,,Cranberry,,L/XL,,,MS-M135CRALRG,,shopify,0,deny,manual,52.99,,TRUE,TRUE,671241105054.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M135CRA_1.jpg,g,,24.95,,,,,,,
m135-peek-a-boo-halter-bralette-high-waist-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M135CRA_2.jpg,2,M135 Peek-a-Boo Halter Bralette & High Waist Panty - Back View,,,,,,,,,,,,,,,,,,,,
m135-peek-a-boo-halter-bralette-high-waist-panty,,,,,,,,,Cranberry,,S/M,,,MS-M135CRAMED,,shopify,0,deny,manual,52.99,,TRUE,TRUE,671241105061.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M135CRA_1.jpg,g,,24.95,,,,,,,
m135-peek-a-boo-halter-bralette-high-waist-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M135CRA_2.jpg,2,M135 Peek-a-Boo Halter Bralette & High Waist Panty - Back View,,,,,,,,,,,,,,,,,,,,
m136-bralette-cheeky-panty-set,M136 Bralette & Cheeky Panty Set,"<p>From the Exposed by Magic Silk collection, this style includes: A bustier inspired, pull-over bralette featuring a v-neckline, soft cups and adjustable shoulder straps, and a cheeky panty featuring scalloped trim and contrasting plush elastic detail.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Cranberry,Size,Queen Size,,,MS-M136CRA2XL,,shopify,0,deny,manual,52.99,,TRUE,TRUE,671241105108.0,https://www.magicsilk.com/uploads/wholesale-images/M136CRA_1.jpg,1,M136 Bralette & Cheeky Panty Set,FALSE,M136 Bralette & Cheeky Panty Set,"From the Exposed by Magic Silk collection, this style includes: A bustier inspired, pull-over bralette featuring a v-neckline, soft cups and adjustable shoulder straps, and a cheeky panty featuring scalloped trim and contrasting plush elastic detail.",Apparel & Accessories > Clothing > Lingerie,,,671241105108.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M136CRA_1.jpg,g,,24.95,TRUE,,,TRUE,,,active
m136-bralette-cheeky-panty-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M136CRA_2.jpg,2,M136 Bralette & Cheeky Panty Set - Back View,,,,,,,,,,,,,,,,,,,,
m136-bralette-cheeky-panty-set,,,,,,,,,Cranberry,,L/XL,,,MS-M136CRALRG,,shopify,0,deny,manual,48.99,,TRUE,TRUE,671241105085.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M136CRA_1.jpg,g,,22.95,,,,,,,
m136-bralette-cheeky-panty-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M136CRA_2.jpg,2,M136 Bralette & Cheeky Panty Set - Back View,,,,,,,,,,,,,,,,,,,,
m136-bralette-cheeky-panty-set,,,,,,,,,Cranberry,,S/M,,,MS-M136CRAMED,,shopify,0,deny,manual,48.99,,TRUE,TRUE,671241105092.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M136CRA_1.jpg,g,,22.95,,,,,,,
m136-bralette-cheeky-panty-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M136CRA_2.jpg,2,M136 Bralette & Cheeky Panty Set - Back View,,,,,,,,,,,,,,,,,,,,
m137-crotchless-panty,M137 Crotchless Panty,"<p>From the Exposed by Magic Silk collection, this style includes: A panty featuring a crotchless cutout, sheer back and sides and a lace front.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Cranberry,Size,Queen Size,,,MS-M137CRA2XL,,shopify,0,deny,manual,23.99,,TRUE,TRUE,671241105139.0,https://www.magicsilk.com/uploads/wholesale-images/M137CRA_1.jpg,1,M137 Crotchless Panty,FALSE,M137 Crotchless Panty,"From the Exposed by Magic Silk collection, this style includes: A panty featuring a crotchless cutout, sheer back and sides and a lace front.",Apparel & Accessories > Clothing > Lingerie,,,671241105139.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M137CRA_1.jpg,g,,7.95,TRUE,,,TRUE,,,active
m137-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M137CRA_2.jpg,2,M137 Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m137-crotchless-panty,,,,,,,,,Cranberry,,L/XL,,,MS-M137CRALRG,,shopify,0,deny,manual,22.99,,TRUE,TRUE,671241105115.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M137CRA_1.jpg,g,,6.95,,,,,,,
m137-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M137CRA_2.jpg,2,M137 Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m137-crotchless-panty,,,,,,,,,Cranberry,,S/M,,,MS-M137CRAMED,,shopify,0,deny,manual,22.99,,TRUE,TRUE,671241105122.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M137CRA_1.jpg,g,,6.95,,,,,,,
m137-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M137CRA_2.jpg,2,M137 Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m142-bralette-peek-a-boo-back-panty,M142 Bralette & Peek-a-Boo Back Panty,"<p>From the Exposed by Magic Silk collection, this style includes: A bra featuring soft cups, adjustable shoulder straps and hook and eye closure in back, and a matching panty featuring peek-a-boo cutout and playful pompom detail.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Platinum,Size,Queen Size,,,MS-M142PLA2XL,,shopify,0,deny,manual,45.99,,TRUE,TRUE,671241105160.0,https://www.magicsilk.com/uploads/wholesale-images/M142PLA_1.jpg,1,M142 Bralette & Peek-a-Boo Back Panty,FALSE,M142 Bralette & Peek-a-Boo Back Panty,"From the Exposed by Magic Silk collection, this style includes: A bra featuring soft cups, adjustable shoulder straps and hook and eye closure in back, and a matching panty featuring peek-a-boo cutout and playful pompom detail.",Apparel & Accessories > Clothing > Lingerie,,,671241105160.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M142PLA_1.jpg,g,,20.95,TRUE,,,TRUE,,,active
m142-bralette-peek-a-boo-back-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M142PLA_2.jpg,2,M142 Bralette & Peek-a-Boo Back Panty - Back View,,,,,,,,,,,,,,,,,,,,
m142-bralette-peek-a-boo-back-panty,,,,,,,,,Platinum,,L/XL,,,MS-M142PLALRG,,shopify,8,deny,manual,42.99,,TRUE,TRUE,671241105146.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M142PLA_1.jpg,g,,18.95,,,,,,,
m142-bralette-peek-a-boo-back-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M142PLA_2.jpg,2,M142 Bralette & Peek-a-Boo Back Panty - Back View,,,,,,,,,,,,,,,,,,,,
m142-bralette-peek-a-boo-back-panty,,,,,,,,,Platinum,,S/M,,,MS-M142PLAMED,,shopify,0,deny,manual,42.99,,TRUE,TRUE,671241105153.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M142PLA_1.jpg,g,,18.95,,,,,,,
m142-bralette-peek-a-boo-back-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M142PLA_2.jpg,2,M142 Bralette & Peek-a-Boo Back Panty - Back View,,,,,,,,,,,,,,,,,,,,
m143-bodysuit,M143 Bodysuit,"<p>From the Exposed by Magic Silk collection, this style includes: A bodysuit featuring hook and loop closure at the neck, a large keyhole cutout accent in back and a classic thong bottom with functional snap closure.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Platinum,Size,Queen Size,,,MS-M143PLA2XL,,shopify,0,deny,manual,47.99,,TRUE,TRUE,671241105191.0,https://www.magicsilk.com/uploads/wholesale-images/M143PLA_1.jpg,1,M143 Bodysuit,FALSE,M143 Bodysuit,"From the Exposed by Magic Silk collection, this style includes: A bodysuit featuring hook and loop closure at the neck, a large keyhole cutout accent in back and a classic thong bottom with functional snap closure.",Apparel & Accessories > Clothing > Lingerie,,,671241105191.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M143PLA_1.jpg,g,,21.95,TRUE,,,TRUE,,,active
m143-bodysuit,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M143PLA_2.jpg,2,M143 Bodysuit - Back View,,,,,,,,,,,,,,,,,,,,
m143-bodysuit,,,,,,,,,Platinum,,L/XL,,,MS-M143PLALRG,,shopify,59,deny,manual,43.99,,TRUE,TRUE,671241105177.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M143PLA_1.jpg,g,,19.95,,,,,,,
m143-bodysuit,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M143PLA_2.jpg,2,M143 Bodysuit - Back View,,,,,,,,,,,,,,,,,,,,
m143-bodysuit,,,,,,,,,Platinum,,S/M,,,MS-M143PLAMED,,shopify,76,deny,manual,43.99,,TRUE,TRUE,671241105184.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M143PLA_1.jpg,g,,19.95,,,,,,,
m143-bodysuit,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M143PLA_2.jpg,2,M143 Bodysuit - Back View,,,,,,,,,,,,,,,,,,,,
m144-cropped-bustier-open-back-panty,M144 Cropped Bustier & Open Back Panty,"<p>From the Exposed by Magic Silk collection, this style includes: A cropped bustier featuring molded cups, underwire, removable and adjustable shoulder straps, and hook and eye closure in back, and a matching open back panty with plush elastic trim and decorative scalloped lace detail.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Platinum,Size,Queen Size,,,MS-M144PLA2XL,,shopify,0,deny,manual,52.99,,TRUE,TRUE,671241105221.0,https://www.magicsilk.com/uploads/wholesale-images/M144PLA_1.jpg,1,M144 Cropped Bustier & Open Back Panty,FALSE,M144 Cropped Bustier & Open Back Panty,"From the Exposed by Magic Silk collection, this style includes: A cropped bustier featuring molded cups, underwire, removable and adjustable shoulder straps, and hook and eye closure in back, and a matching open back panty with plush elastic trim and decorative scalloped lace detail.",Apparel & Accessories > Clothing > Lingerie,,,671241105221.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M144PLA_1.jpg,g,,24.95,TRUE,,,TRUE,,,active
m144-cropped-bustier-open-back-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M144PLA_2.jpg,2,M144 Cropped Bustier & Open Back Panty - Back View,,,,,,,,,,,,,,,,,,,,
m144-cropped-bustier-open-back-panty,,,,,,,,,Platinum,,L/XL,,,MS-M144PLALRG,,shopify,0,deny,manual,48.99,,TRUE,TRUE,671241105207.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M144PLA_1.jpg,g,,22.95,,,,,,,
m144-cropped-bustier-open-back-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M144PLA_2.jpg,2,M144 Cropped Bustier & Open Back Panty - Back View,,,,,,,,,,,,,,,,,,,,
m144-cropped-bustier-open-back-panty,,,,,,,,,Platinum,,S/M,,,MS-M144PLAMED,,shopify,0,deny,manual,48.99,,TRUE,TRUE,671241105214.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M144PLA_1.jpg,g,,22.95,,,,,,,
